date,Baie au Saumon,Baie de Gaspe,Baie de plaisance,Baie des Belles Amours,Bassin du Havre Aubert,Cascapedia,Grande Riviere,Grande-Entree,Ile Bonaventure,La jetee de Cap-aux-Meules,Lagune de Havre-aux-Maisons,Marina de Cap-aux-Meules,Marina de Chandler,Marina de Gaspe,Marina de Havre Aubert,Marina de Havre St-Pierre,Marina de Rimouski,Marina de Sainte-Anne-des-Monts,Marina de Sept-iles,Marina de Tadoussac,Marina de l Anse-a-Beaufils,Marina du Havre-aux-Maisons,Mine Seleine,Mont-Louis,Newport,Port de Gros Cacouna,Port-Cartier Quai de Arcelor Mital,Quai CTMA Chandler,Quai Ivan Quinn,Quai commercial de Baie-Comeau,Quai commercial de Cap-aux-Meules,Quai de Mingan,Quai de Pointe-Basse,Quai de Sainte-Therese,Quai de la Relance,Quai des Pilotes des Escoumins,Quai des pecheurs de Cap-aux-Meules,Riviere au Renard,Site aquicole de Grande Entree,Site aquicole de Paspebiac,Site aquicole de Sept-Iles,St-Simeon,Tourelle,Tracadigache
2016-08-14,,,17.66,,,,17.634,,,18.325,,18.297,17.455,18.036,19.449,7.343,,13.743,10.53,9.227,,18.421,19.67,,17.645,12.517,,,18.27,11.801,18.285,,18.808,17.898,8.845,8.521,18.282,16.451,19.996,17.03,,12.581,,
2016-08-15,,,18.062,,,,17.76,,,18.548,,18.498,17.983,17.871,19.229,7.076,,13.465,10.308,9.045,,18.636,19.195,,17.868,11.269,,,18.598,10.305,18.543,,18.765,17.377,11.042,10.366,18.472,16.048,19.506,16.977,,10.934,,
2016-08-16,,,18.002,,,,17.73,,,18.93,,19.131,18.277,18.32,19.936,7.09,,12.703,10.57,9.264,,19.616,19.736,,18.261,11.4,,,18.927,11.175,18.994,,19.393,17.581,11.862,8.986,18.981,16.015,19.605,17.109,,9.937,,
2016-08-17,,,17.595,,,,17.518,,,18.984,,19.416,17.788,18.579,20.189,7.553,,13.453,12.719,8.462,,19.405,20.203,,17.833,11.343,,,19.237,11.991,19.142,,19.59,17.51,13.83,8.282,19.448,16.377,19.582,17.447,,9.596,,
2016-08-18,,,18.405,,,,17.399,,,18.72,,19.01,17.818,18.852,19.793,8.65,,14.362,13.435,7.817,,18.954,19.77,,17.752,11.801,,,18.826,10.868,18.76,,18.722,17.168,13.862,8.514,19.057,15.949,19.377,17.355,,10.356,,
2016-08-19,,,18.287,,,,15.811,,,19.005,,19.308,17.231,19.112,20.379,9.718,,15.507,14.134,7.813,,19.661,20.407,,17.325,11.872,,,19.289,7.576,18.969,,19.33,16.399,15.002,9.592,19.361,16.406,19.252,16.0,,9.441,,
2016-08-20,,,18.664,,,,15.751,,,19.365,,19.572,17.593,18.793,20.855,9.693,,15.081,15.144,7.297,,19.746,20.426,,17.737,11.379,,,19.222,8.985,19.255,,19.718,15.849,14.638,10.094,19.545,15.721,19.34,17.981,,9.011,,
2016-08-21,,,18.489,,,,16.076,,,19.894,,20.235,17.263,18.686,21.153,9.427,,13.342,15.968,7.142,,20.187,20.891,,17.33,11.979,,,19.794,10.231,19.974,,20.356,15.568,15.2,10.453,20.116,14.304,19.369,18.713,,9.597,,
2016-08-22,,,18.314,,,,16.019,,,20.22,,20.684,15.994,18.602,21.357,9.027,,13.011,15.906,6.735,,20.611,21.213,,15.897,12.156,,,20.425,9.593,20.419,,20.634,15.279,15.534,8.575,20.701,14.244,19.874,17.797,,9.435,,
2016-08-23,,,18.336,,,,14.497,,,19.15,,20.395,14.803,17.739,20.55,8.613,,12.727,16.171,7.236,,19.731,20.617,,15.037,11.163,,,18.533,7.574,18.655,,19.885,13.614,15.788,7.441,20.307,14.796,19.964,10.47,,8.709,,
2016-08-24,,,18.255,,,,12.498,,,18.068,,19.213,12.954,16.588,20.504,7.803,,13.362,16.32,7.032,,18.686,20.422,,13.627,11.428,,,17.994,5.932,18.175,,19.123,12.747,14.722,6.203,18.899,14.592,19.765,9.769,,9.849,,
2016-08-25,,,16.697,,,,14.118,,,18.311,,19.01,14.379,17.165,21.04,6.908,,12.977,14.715,7.799,,19.001,21.014,,14.121,11.772,,,18.353,5.223,18.413,,19.678,14.013,12.682,4.408,18.917,13.586,19.921,10.72,,8.661,,
2016-08-26,,,16.137,,,,14.814,,,17.742,,19.023,15.536,18.024,20.882,6.196,,13.178,11.375,8.194,,18.324,20.584,,15.12,12.01,,,17.653,5.356,18.167,,19.645,14.852,13.333,4.84,18.918,13.846,20.084,13.641,,8.981,,
2016-08-27,,,16.69,,,,15.434,,,16.685,,17.352,15.928,17.994,20.204,6.1,,13.399,12.168,9.572,,18.037,20.424,,16.24,12.634,,,16.702,6.728,16.452,,18.514,15.197,13.998,7.107,17.339,14.338,19.758,15.255,,10.437,,
2016-08-28,,,17.219,,,,15.778,,,18.517,,18.56,16.327,17.081,20.207,6.252,,13.447,13.441,8.066,,18.951,20.47,,17.0,11.972,,,18.321,8.241,18.375,,18.984,15.098,12.568,7.799,18.352,13.518,19.456,15.772,,9.925,,
2016-08-29,,,16.761,,,,15.712,,,18.351,,18.402,15.958,17.155,19.332,5.965,,12.913,10.812,6.759,,18.361,19.383,,16.17,11.361,,,18.547,10.024,18.437,,18.551,14.756,14.245,6.327,18.413,13.296,19.085,15.748,,10.336,,
2016-08-30,,,16.28,,,,14.392,,,16.845,,17.596,14.625,16.454,17.595,6.017,,12.801,10.697,7.305,,16.537,18.321,,15.212,11.232,,,16.803,10.086,16.697,,16.863,13.45,14.151,6.87,17.601,13.409,18.0,15.109,,9.643,,
2016-08-31,,,16.269,,,,14.067,,,16.74,,17.28,15.168,16.122,17.621,6.176,,13.447,12.421,6.717,,16.57,17.613,,16.462,10.838,,,16.772,10.223,16.801,,16.658,14.042,12.289,8.445,17.279,13.659,17.688,15.631,,9.257,,
2016-09-01,,,16.609,,,,14.427,,,17.06,,17.287,16.053,16.008,18.307,6.393,,12.676,12.795,7.156,,17.291,18.025,,16.693,10.575,,,17.048,11.917,17.022,,17.251,,11.546,8.964,17.4,13.656,17.489,16.951,,9.025,,
2016-09-02,,,16.876,,,,15.521,,,16.889,,16.941,16.351,15.974,17.235,7.063,,10.519,12.404,7.394,,16.378,16.925,,16.73,10.68,,,16.961,10.922,16.996,,16.943,,12.946,8.851,16.924,13.719,17.371,16.315,,8.584,,
2016-09-03,,,16.709,,,,15.655,,,16.75,,16.846,15.629,15.692,16.509,7.11,,10.675,12.448,7.539,,16.659,16.932,,15.665,10.881,,,16.864,9.896,16.745,,17.249,,13.108,8.743,16.909,13.766,17.092,15.961,,7.889,,
2016-09-04,,,16.717,,,,15.655,,,16.887,,17.133,15.74,14.936,16.901,6.869,,11.216,11.924,7.498,,16.949,17.095,,15.914,10.493,,,16.842,10.498,16.853,,17.456,,12.462,8.398,17.073,14.029,16.905,16.337,,8.587,,
2016-09-05,,,16.713,,,,15.602,,,17.072,,17.393,16.164,15.817,17.903,6.913,,12.686,12.686,7.219,,17.426,17.725,,16.092,10.888,,,17.109,10.628,17.157,,17.872,,12.454,7.21,17.361,14.555,17.233,16.468,,9.525,,
2016-09-06,,,15.578,,,,15.452,,,17.637,,17.988,16.176,16.792,18.959,7.207,,13.209,13.195,7.867,,18.034,19.3,,15.839,10.839,,,17.705,7.535,17.857,,18.623,,12.336,6.388,17.962,13.891,17.568,16.316,,9.086,,
2016-09-07,,,15.549,,,,15.24,,,18.251,,19.003,15.986,17.385,20.464,7.195,,13.878,13.352,8.405,,18.834,20.89,,15.748,11.139,,,18.107,6.111,18.501,,19.214,,14.263,5.349,18.878,13.433,18.145,16.858,,8.264,,
2016-09-08,,,15.573,,,,13.966,,,17.195,,18.246,15.241,17.587,20.404,7.568,,13.309,11.757,9.214,,17.718,19.906,,14.907,11.224,,,16.912,5.326,17.457,,18.833,,12.714,5.765,18.19,14.211,18.466,17.288,,8.702,,
2016-09-09,,,15.669,,,,13.913,,,17.61,,17.821,14.843,16.239,20.283,8.337,,8.867,10.971,9.051,,18.26,19.545,,14.785,10.796,,,17.579,8.183,17.555,,18.207,,11.864,7.127,17.829,13.557,18.507,17.131,,10.063,,
2016-09-10,,,16.52,,,,14.688,,,17.008,,17.355,15.174,16.744,18.774,9.674,,10.51,11.401,10.089,,17.446,19.016,,15.375,11.342,,,16.885,10.931,16.827,,17.051,,11.645,8.0,17.372,13.108,18.282,17.097,,9.358,,
2016-09-11,,,16.658,,,,14.716,,,17.542,,17.445,15.381,16.154,18.624,10.51,,10.045,11.741,9.758,,17.243,18.111,,15.405,11.497,,,17.478,11.132,17.537,,17.131,,11.511,8.058,17.449,11.711,17.951,16.682,,8.961,,
2016-09-12,,,16.136,,,,11.389,,,17.34,,17.326,12.467,15.595,17.416,10.78,,10.023,11.795,10.148,,16.463,17.536,,11.953,12.728,,,17.53,7.729,17.506,,17.368,,11.848,5.879,17.306,8.296,17.461,7.659,,9.269,,
2016-09-13,,,15.374,,,,9.065,,,17.016,,17.391,8.741,13.972,17.671,11.024,,10.057,11.588,10.095,,16.582,17.986,,9.582,13.537,,,17.09,4.943,17.136,,17.48,9.583,11.056,4.824,17.375,8.967,17.107,6.528,,8.394,,
2016-09-14,,,15.712,,,,10.493,,,17.027,,17.585,11.043,13.728,18.191,7.78,,9.94,9.205,8.708,,17.019,18.194,,10.24,12.477,,,17.124,5.483,17.069,,17.61,10.725,10.838,6.561,17.647,9.529,17.291,7.684,,9.836,,
2016-09-15,,,15.736,,,,11.102,,,15.81,,16.433,11.407,12.725,16.528,5.914,,9.285,8.515,6.995,,15.751,16.979,,11.71,10.231,,,15.973,5.705,15.821,,16.612,11.062,10.327,6.622,16.582,9.548,16.598,10.165,,8.89,,
2016-09-16,,,15.519,,,,11.581,,,15.876,,16.236,12.135,11.817,16.157,5.924,,9.746,9.502,6.803,,15.746,16.236,,12.117,9.984,,,15.827,6.579,15.891,,16.178,11.038,8.558,6.479,16.228,9.833,15.982,14.331,,7.724,,
2016-09-17,,,15.448,,,,11.106,,,15.977,,16.251,11.867,12.571,16.31,5.863,,10.13,9.756,5.556,,15.99,16.118,,12.185,9.782,,,16.043,7.26,16.077,,16.349,10.971,8.292,6.244,16.264,10.214,15.551,15.665,,7.455,,
2016-09-18,,,15.384,,,,10.928,,,16.071,,16.286,11.615,13.123,16.336,5.986,,10.229,8.108,4.814,,16.042,16.05,,11.725,9.421,,,16.242,7.923,16.185,,16.234,10.709,9.018,6.784,16.285,10.718,15.676,15.809,,7.441,,
2016-09-19,,,15.416,,,,12.269,,,16.109,,16.259,12.187,12.39,16.434,6.449,,10.344,8.157,5.118,,16.008,15.7,,11.45,7.951,,,16.268,8.584,16.177,,16.126,10.999,9.037,6.553,16.255,10.611,15.656,15.355,,6.704,,
2016-09-20,,,15.393,,,,12.61,,,16.213,,16.496,13.275,12.478,17.236,7.175,,9.343,8.524,5.348,,16.451,15.978,,13.174,7.495,,,16.366,8.87,16.365,,16.459,11.857,8.545,6.937,16.507,10.687,15.584,14.495,,6.876,,
2016-09-21,,,15.543,,,,11.991,,,16.634,,16.988,13.517,12.907,17.993,8.789,,10.366,9.309,6.309,,16.718,16.347,,13.35,8.958,,,16.624,8.218,16.668,,17.244,11.913,9.224,8.385,16.999,11.17,15.97,12.929,,8.495,,
2016-09-22,,,15.575,,,,10.823,,,16.206,,16.669,11.284,11.818,17.125,9.633,,10.209,9.228,7.289,,16.14,16.317,,12.171,8.756,,,16.459,7.431,16.281,,16.988,11.431,9.702,7.762,16.691,10.764,16.044,11.643,,7.581,,
2016-09-23,,,15.405,,,,10.923,,,15.66,,15.882,10.421,10.881,16.003,9.778,,9.422,8.916,8.688,,14.882,15.69,,11.61,8.826,,,15.941,6.979,15.86,,15.593,12.347,9.76,8.328,15.969,10.588,15.577,10.846,,7.095,,
2016-09-24,,,15.079,,,,12.008,,,15.126,,15.193,10.74,9.995,14.328,9.725,,9.209,8.855,8.849,,13.726,14.775,,10.528,9.026,,,15.457,6.668,15.304,,15.306,12.248,9.868,8.019,15.326,9.861,14.867,10.667,,7.148,,
2016-09-25,,,14.893,,,,11.357,,,14.706,,14.676,10.945,9.772,13.128,9.422,,8.942,8.129,8.873,,13.291,14.194,,11.052,9.058,,,14.993,6.826,14.836,,14.533,11.54,9.522,7.995,14.817,9.605,14.252,10.766,,7.845,,
2016-09-26,,,14.55,,,,11.23,,,13.988,,14.091,11.144,9.668,12.003,9.142,,8.959,7.358,8.732,,12.09,13.443,,,9.227,,,14.31,6.745,14.133,,13.704,11.642,8.714,7.872,14.204,9.442,13.405,12.434,,8.059,,
2016-09-27,,,14.397,,,,,,,13.532,,13.628,,,11.79,8.956,,8.704,7.899,7.709,,13.092,13.051,,,9.148,,,13.613,6.905,13.527,,13.153,,8.299,7.334,13.67,,13.051,11.439,,8.124,,
2016-09-28,,,13.954,,,,,,,13.253,,13.268,,,11.427,8.855,,,8.641,7.011,,12.403,12.894,,,8.779,,,13.288,7.378,13.321,,12.878,,8.292,8.149,13.217,,12.839,11.317,,8.24,,
2016-09-29,,,13.886,,,,,,,13.133,,13.236,,,12.071,8.987,,,9.506,6.799,,12.52,12.963,,,8.241,,,13.284,7.548,13.238,,13.009,,8.539,8.415,13.269,,12.974,11.389,,7.602,,
2016-09-30,,,13.876,,,,,,,13.078,,13.233,,,12.635,9.227,,,9.686,7.094,,13.11,12.852,,,8.58,,,13.228,8.521,13.132,,13.313,,8.766,8.679,13.271,,12.894,11.363,,7.131,,
2016-10-01,,,13.867,,,,,,,13.4,,13.6,,,13.234,9.392,,,9.574,7.078,,12.77,12.963,,,9.885,,,13.416,9.146,13.253,,13.076,,9.545,8.906,13.515,,12.904,11.482,,7.552,,
2016-10-02,,,13.831,,,,,,,13.701,,13.851,,,13.668,9.41,,,9.532,7.069,,12.306,13.467,,,8.8,,,12.95,9.154,13.691,,13.659,,9.923,7.634,13.76,,13.28,11.867,,7.328,,
2016-10-03,,,13.836,,,,,,,13.59,,13.606,,,13.366,9.115,,,9.257,7.043,,13.855,13.347,,,8.377,,,13.288,8.588,13.673,,14.634,,10.004,7.515,13.688,,13.248,12.51,,6.963,,
2016-10-04,,,,,,,,,,13.19,,13.114,,,12.076,8.747,,,8.985,6.856,,14.04,12.662,,,8.126,,,13.69,8.236,13.372,,13.734,,9.013,7.174,13.159,,,12.27,,7.445,,
2016-10-05,,,,,,,,,,13.137,,13.124,,,12.932,8.711,,,9.494,6.843,,12.55,13.702,,,8.421,,,12.788,7.949,13.193,,13.585,,8.98,6.306,13.089,,,11.737,,7.656,,
2016-10-06,,,,,,,,,,,,,,,,8.666,,,9.691,7.163,,14.162,,,,8.466,,,13.6,7.488,,,14.319,,8.922,5.28,,,,11.365,,7.374,,
2016-10-07,,,,,,,,,,,,,,,,8.711,,,,7.741,,13.923,,,,8.872,,,13.809,6.855,,,14.162,,9.399,4.851,,,,10.984,,7.171,,
2016-10-08,,,,,,,,,,,,,,,,8.222,,,,7.772,,13.349,,,,8.905,,,13.759,7.197,,,13.992,,8.807,4.612,,,,11.153,,7.083,,
2016-10-09,,,,,,,,,,,,,,,,8.123,,,,7.214,,13.362,,,,9.342,,,13.728,7.098,,,14.718,,9.817,4.437,,,,10.542,,7.51,,
2016-10-10,,,,,,,,,,,,,,,,7.659,,,,7.231,,12.428,,,,9.126,,,13.483,7.098,,,13.446,,9.464,5.197,,,,11.072,,8.004,,
2016-10-11,,,,,,,,,,,,,,,,,,,,7.803,,11.263,,,,8.943,,,13.451,7.471,,,12.816,,8.995,5.501,,,,12.002,,7.42,,
2016-10-12,,,,,,,,,,,,,,,,,,,,6.814,,12.594,,,,8.864,,,13.473,,,,13.585,,,,,,,11.956,,6.558,,
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93,,,,
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.986,,,,
2016-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.951,,,,
2016-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.759,,,,
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.916,,,,
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35,,,,
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.035,,,,
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.708,,,,
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.656,,,,
2016-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.741,,,,
2016-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.81,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.905,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.024,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.915,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.059,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.228,,,,
2016-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.354,,,,
2016-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.048,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.964,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.865,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.788,,,,
2017-05-26,,,,,,,,7.461,,,,,,,10.567,,,,,,,,9.198,,,,,,,,,,,,,,,,,,,,,
2017-05-27,,,,,,,,7.046,,,,8.225,,,9.373,,,,,,,,8.612,,,,,,7.645,,7.825,,,,,,8.303,,,,,,,
2017-05-28,,,,,,,,6.959,,,,8.586,,,10.376,,,,,,,9.682,8.896,,,,,,8.002,,8.293,,8.543,,,,8.877,,,,,,,
2017-05-29,,,,,,,,7.564,,,,9.293,,,10.083,,,,,,,10.724,9.253,,,,,,8.448,,8.751,,8.891,,,,9.432,,,,,,,
2017-05-30,,,,,,,7.689,8.075,,,,9.91,,11.589,11.649,,,,,,,11.277,9.094,,,,,,8.893,,9.623,,9.403,7.38,,,10.009,,,,6.412,,,
2017-05-31,,,,,,,7.458,8.203,,,,10.456,,11.412,11.563,,,5.014,,,,10.471,10.365,,,,,,9.968,,10.195,,9.712,7.165,,,10.449,,8.165,,6.785,,,
2017-06-01,,,,,,,7.042,8.545,,,,10.1,,12.726,10.995,,,5.148,,,,10.617,10.791,,,,,,9.852,,9.843,,9.772,6.623,,,10.308,,8.552,,7.483,,,
2017-06-02,,,,,,,7.657,9.075,,,,10.287,,13.019,11.815,,,6.871,,,,11.434,10.898,,,,,,9.451,,9.776,,9.891,6.735,,,10.411,,9.033,,7.921,,,
2017-06-03,,,,,,,6.622,9.744,,,,10.856,,13.319,12.065,,,6.289,,,,13.015,11.531,,,,,,10.075,,10.16,,10.214,5.814,,,10.985,,9.705,,7.388,,,
2017-06-04,,,,,,,6.72,9.97,,,,10.574,,12.82,11.348,,,6.37,,,,12.441,10.433,,,,,,9.72,,9.673,,9.969,6.903,,,10.972,,10.204,,5.71,,,
2017-06-05,,,,,,,8.365,9.545,,,,9.691,,13.34,10.486,,,8.044,,,,10.556,10.063,,,,,,9.077,,9.231,,9.086,8.502,,,9.993,,10.06,,5.824,,,
2017-06-06,,,,,,,9.638,9.456,,,,10.122,,13.348,11.444,,,8.656,,,,11.878,11.29,,,,10.396,,9.314,,9.665,,9.98,9.274,,,10.348,,10.282,,6.046,,,
2017-06-07,,,,,,,9.737,9.898,,,,11.279,,14.148,13.153,,,9.01,,9.427,,13.13,11.89,,,,11.922,,10.02,11.142,10.61,,11.04,8.813,,,11.193,,10.654,,7.399,,,
2017-06-08,,,,,,,9.97,10.526,,,12.698,11.945,,15.137,14.949,,,11.351,14.645,8.989,,14.353,13.247,,,13.331,13.829,,10.604,9.908,11.335,,12.083,9.497,,6.989,11.973,,10.993,,8.777,,,
2017-06-09,,,,,14.073,,11.357,10.798,,,12.678,11.392,,14.202,14.205,9.347,11.429,10.376,14.323,8.086,,12.474,13.802,,,12.18,13.619,,10.607,8.109,10.909,,11.114,10.532,,3.769,11.623,,11.502,,9.431,,,
2017-06-10,,,,,13.327,,9.955,10.889,,,12.092,11.379,,13.739,12.736,8.239,12.237,11.567,12.318,8.402,,12.633,11.255,,,12.099,11.278,,10.228,7.82,10.507,,10.887,9.13,,5.603,11.38,,11.562,,7.337,,,
2017-06-11,,,,,13.61,,9.873,11.103,,,12.781,12.097,,11.709,13.792,5.96,11.713,11.987,11.458,7.334,,12.254,13.26,,,12.671,9.149,,10.581,8.369,11.017,,11.934,9.461,,3.719,12.032,,11.523,,6.38,,,
2017-06-12,,,,,14.135,,9.989,11.758,,,13.411,11.986,,13.351,13.497,4.979,11.43,12.061,9.869,7.862,,13.3,12.706,,,11.603,9.674,,10.48,7.763,10.829,,12.115,9.843,,3.909,12.062,,12.215,,5.641,,,
2017-06-13,,,,,14.613,,11.33,11.385,,,12.988,12.621,,13.358,14.632,4.739,11.409,12.304,9.805,6.315,,13.944,13.205,,,11.036,7.786,,11.225,9.734,11.614,,11.409,10.345,,5.049,12.52,,12.193,,5.16,,,
2017-06-14,,,,,14.681,,10.709,11.785,,,12.818,11.393,,12.381,13.636,4.354,11.053,12.512,6.503,7.766,,13.371,12.882,,,10.238,7.904,,10.358,7.451,10.466,,11.276,10.126,,5.642,11.339,,12.985,,4.55,,,
2017-06-15,,,,,14.487,,10.585,11.847,,,13.671,11.566,,12.645,13.956,4.387,10.204,11.631,7.6,7.965,,13.574,12.692,,,10.51,8.776,,10.521,8.602,10.837,,10.803,10.444,,7.316,11.715,,12.615,,4.21,,,
2017-06-16,,,,,15.181,11.312,10.775,12.164,,,14.168,11.801,,12.768,15.653,4.748,8.713,9.765,8.364,7.386,,14.141,13.867,,,10.034,10.689,,10.708,8.874,11.526,,10.66,10.757,6.617,7.651,11.88,,12.806,,4.038,,,
2017-06-17,,,,,15.034,11.492,11.148,12.005,,,13.282,12.464,,13.012,15.422,4.952,7.774,8.055,8.872,7.34,,13.714,14.728,,,11.166,10.586,,11.91,9.777,12.249,,11.791,10.692,8.645,8.093,12.495,,12.392,,4.813,,,
2017-06-18,,,,,14.773,12.014,10.119,12.621,,,13.52,12.828,,14.562,15.038,4.879,9.736,10.099,9.18,7.766,,13.64,15.141,,,11.678,10.485,,11.964,10.412,12.422,,12.118,10.261,9.581,8.727,12.751,,12.931,,6.338,,,
2017-06-19,,,,,16.015,14.812,11.046,13.289,,,15.005,14.208,,16.065,17.067,5.127,10.982,10.57,9.491,8.666,,15.81,17.312,,,12.285,10.521,,12.509,11.187,13.611,,13.521,10.805,9.889,8.778,13.946,,14.501,,7.185,,,
2017-06-20,,,,4.299,16.859,15.388,11.467,14.251,,,16.418,13.053,,16.329,17.397,6.336,11.896,10.84,10.554,8.706,,15.941,17.581,,,12.842,11.106,,11.682,12.327,12.833,,13.348,11.179,10.013,6.723,12.707,,15.681,,7.942,,,
2017-06-21,,,,4.149,17.233,13.837,10.684,14.515,,,16.849,13.358,,16.654,16.865,7.967,12.796,11.186,12.305,7.808,,15.914,17.451,,,12.842,10.431,,11.138,10.167,12.065,,13.307,10.486,9.836,4.386,13.166,,16.006,,7.729,,,
2017-06-22,,,,5.274,17.691,11.103,10.085,14.57,,,16.185,12.504,,15.539,16.051,7.972,12.73,12.007,12.486,7.27,,15.356,16.755,,,13.393,10.978,,10.322,8.299,11.3,,13.41,9.906,10.705,3.878,12.458,,15.705,,6.898,,,
2017-06-23,,,,3.391,17.915,12.734,10.101,14.286,,,16.883,12.022,,16.045,16.024,8.212,11.621,11.18,10.555,5.66,,15.507,16.026,,,11.641,10.47,,10.346,7.179,11.156,,12.957,10.691,9.123,4.304,11.763,,15.668,,5.99,,,
2017-06-24,,,,4.059,17.331,14.01,12.024,13.737,,,14.33,13.63,,15.798,16.449,8.498,9.752,10.936,10.749,4.534,,14.879,17.052,,,11.114,10.846,,12.96,10.829,13.185,,13.491,11.637,10.621,4.69,13.481,,15.064,,8.497,,,
2017-06-25,,,,3.468,17.533,12.784,12.435,14.624,,,16.244,14.029,,16.987,14.858,8.832,9.981,12.29,12.073,5.055,,16.068,16.027,,,11.146,11.127,,11.974,10.993,12.708,,13.888,11.331,10.419,6.794,13.482,,15.07,,8.643,,,
2017-06-26,,,,3.87,18.45,12.342,11.375,15.042,,,16.526,14.32,,16.548,17.077,8.14,8.868,12.105,11.754,5.03,,16.925,17.164,,,10.558,10.47,,12.37,9.102,13.36,,14.497,11.443,10.474,6.196,14.26,,15.152,,6.253,,,
2017-06-27,,,11.947,4.291,19.427,13.137,12.702,15.328,,,16.894,14.439,,16.113,17.404,6.921,8.573,12.183,11.927,5.166,,17.291,17.784,,,10.052,10.59,,13.133,8.795,13.805,,13.441,13.167,8.335,7.271,14.373,,15.409,,4.354,,,
2017-06-28,,,12.438,4.783,18.691,14.205,13.571,15.145,,,15.971,15.836,,15.899,18.446,5.695,8.627,11.616,10.813,5.427,,16.735,18.745,,,10.177,9.732,,15.173,9.447,15.587,,14.92,13.425,9.615,7.962,15.772,,15.425,,5.725,,,
2017-06-29,,,12.784,4.662,18.334,15.024,13.596,15.805,,,17.237,15.95,,16.887,17.227,5.604,9.123,11.634,11.354,6.344,,17.23,17.87,,,11.029,9.862,,14.49,10.28,15.187,,15.887,13.462,10.302,6.587,16.022,,15.575,,5.487,,,
2017-06-30,,,12.797,5.837,19.286,15.837,14.518,16.487,,,17.646,15.357,,17.581,18.213,5.884,9.953,11.076,11.475,6.878,,18.119,19.318,,,11.605,10.991,,14.412,11.674,15.005,,15.444,13.94,10.645,7.068,15.457,,16.294,,6.368,,,
2017-07-01,,,13.834,6.865,18.909,15.308,14.76,16.452,,,17.701,15.172,,16.758,17.33,6.497,9.846,10.675,11.642,6.987,,17.896,18.301,,,10.078,10.805,,14.613,12.094,14.687,,15.495,14.377,12.638,8.082,15.361,,17.245,,9.018,,,
2017-07-02,,,14.375,7.546,18.083,15.509,15.26,15.738,,,17.25,15.375,,16.752,17.141,7.99,10.72,9.329,11.24,7.718,,16.898,16.59,,,10.565,9.572,,15.028,12.363,15.422,,15.233,14.276,11.921,9.352,15.345,,17.107,,7.491,,,
2017-07-03,,,14.51,8.028,18.813,16.252,16.081,16.465,,,17.997,16.513,,17.58,18.246,9.003,12.54,11.102,12.021,8.726,,18.104,17.995,,,11.703,9.946,,15.888,11.566,16.315,,16.744,14.973,10.568,8.292,16.514,,16.991,,7.639,,,
2017-07-04,,,14.799,7.846,19.493,15.988,15.705,16.826,,,18.428,17.134,,17.502,18.104,9.501,13.104,11.408,11.148,10.046,,18.828,18.285,,,13.426,9.666,,16.31,10.862,16.467,,17.043,15.083,8.347,7.862,17.284,,17.556,,7.317,,,
2017-07-05,,,15.189,8.246,20.328,17.205,14.961,16.577,,17.662,19.318,17.823,,17.16,19.463,10.431,11.148,12.653,12.848,10.58,,19.73,19.323,,,15.027,10.726,,17.01,9.354,17.5,,16.986,14.321,7.519,7.637,17.749,,17.71,,8.141,,,
